dataset,source,title,author,url,text,word_count
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"For at points of intake and at curves, and at places where it is raised to a level, currents of air naturally form in one way or another; and nobody who has not learned the fundamental principles of physics from philosophy will be able to provide against the damage which they do. So the reader of Ctesibius or Archimedes and the other writers of treatises of the same class will not be able to appreciate them unless he has been trained in these subjects by the philosophers.",87
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"Music, also, the architect ought to understand so that he may have knowledge of the canonical and mathematical theory, and besides be able to tune ballistae, catapultae, and scorpiones to the proper key. The architect should also have a knowledge of the study of medicine on account of the questions of climates (in Greek [Greek: klimata]), air, the healthiness and unhealthiness of sites, and the use of different waters.",69
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"And as for principles of law, he should know those which are necessary in the case of buildings having party walls, with regard to water dripping from the eaves, and also the laws about drains, windows, and water supply. And other things of this sort should be known to architects, so that, before they begin upon buildings, they may be careful not to leave disputed points for the householders to settle after the works are finished, and so that in drawing up contracts the interests of both employer and contractor may be wisely safe-guarded.",94
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"Consequently, since this study is so vast in extent, embellished and enriched as it is with many different kinds of learning, I think that men have no right to profess themselves architects hastily, without having climbed from boyhood the steps of these studies and thus, nursed by the knowledge of many arts and sciences, having reached the heights of the holy ground of architecture. For a liberal education forms, as it were, a single body made up of these members.",80
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"Those, therefore, who from tender years receive instruction in the various forms of learning, recognize the same stamp on all the arts, and an intercourse between all studies, and so they more readily comprehend them all. This is what led one of the ancient architects, Pytheos, the celebrated builder of the temple of Minerva at Priene, to say in his Commentaries that an architect ought to be able to accomplish much more in all the arts and sciences than the men who, by their own particular kinds of work and the practice of it, have brought each a single subject to the highest perfection.",104
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"For an architect ought not to be and cannot be such a philologian as was Aristarchus, although not illiterate; nor a musician like Aristoxenus, though not absolutely ignorant of music; nor a painter like Apelles, though not unskilful in drawing; nor a sculptor such as was Myron or Polyclitus, though not unacquainted with the plastic art; nor again a physician like Hippocrates, though not ignorant of medicine; nor in the other sciences need he excel in each, though he should not be unskilful in them. Still, it is not architects alone that cannot in all matters reach perfection, but even men who individually practise specialties in the arts do not all attain to the highest point of merit.",118
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"Therefore, if among artists working each in a single field not all, but only a few in an entire generation acquire fame, and that with difficulty, how can an architect, who has to be skilful in many arts, accomplish not merely the feat--in itself a great marvel--of being deficient in none of them, but also that of surpassing all those artists who have devoted themselves with unremitting industry to single fields? It appears, therefore, that he has done enough and to spare who in each subject possesses a fairly good knowledge of those parts, with their principles, which are indispensable for architecture, so that if he is required to pass judgement and to express approval in the case of those things or arts, he may not be found wanting.",129
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"As for men upon whom nature has bestowed so much ingenuity, acuteness, and memory that they are able to have a thorough knowledge of geometry, astronomy, music, and the other arts, they go beyond the functions of architects and become pure mathematicians. Such men, however, are rarely found, but there have been such at times; for example, Aristarchus of Samos, Philolaus and Archytas of Tarentum, Apollonius of Perga, Eratosthenes of Cyrene, and among Syracusans Archimedes and Scopinas, who through mathematics and natural philosophy discovered, expounded, and left to posterity many things in connexion with mechanics and with sundials.",98
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"Since, therefore, the possession of such talents due to natural capacity is not vouchsafed at random to entire nations, but only to a few great men; since, moreover, the function of the architect requires a training in all the departments of learning; and finally, since reason, on account of the wide extent of the subject, concedes that he may possess not the highest but not even necessarily a moderate knowledge of the subjects of study, I request, Caesar, both of you and of those who may read the said books, that if anything is set forth with too little regard for grammatical rule, it may be pardoned. For it is not as a very great philosopher, nor as an eloquent rhetorician, nor as a grammarian trained in the highest principles of his art, that I have striven to write this work, but as an architect who has had only a dip into those studies.",154
architecture_treatise_text,Project Gutenberg,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/files/20239/20239.txt,"Architecture depends on Order (in Greek [Greek: taxis]), Arrangement (in Greek [Greek: diathesis]), Eurythmy, Symmetry, Propriety, and Economy (in Greek [Greek: oikonomia]). Order gives due measure to the members of a work considered separately, and symmetrical agreement to the proportions of the whole.",43
